date,city,movie_title,cinema_name,time,format,language,event_type,availability,booking_url,scraped_at
2026-03-29,bielsko-biała,Za duży na bajki 3,Bielsko-Biała,10:30,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1343165?lang=pl,2026-03-29T08:43:44.916742
2026-03-29,bielsko-biała,Fleak. Futrzak i ja,Bielsko-Biała,10:40,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1343794?lang=pl,2026-03-29T08:43:44.916771
2026-03-29,bielsko-biała,David,Bielsko-Biała,10:40,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1345564?lang=pl,2026-03-29T08:43:44.916784
2026-03-29,bielsko-biała,Kicia Kocia na pikniku,Bielsko-Biała,11:00,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1340590?lang=pl,2026-03-29T08:43:44.916798
2026-03-29,bielsko-biała,Hopnięci,Bielsko-Biała,11:20,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1342916?lang=pl,2026-03-29T08:43:44.916811
2026-03-29,bielsko-biała,Pan Ryba,Bielsko-Biała,11:20,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1346806?lang=pl,2026-03-29T08:43:44.916822
2026-03-29,bielsko-biała,Bluey w kinie: Kolekcja Zabawy z przyjaciółmi,Bielsko-Biała,11:40,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1296981?lang=pl,2026-03-29T08:43:44.916833
2026-03-29,bielsko-biała,Wielka mała koza,Bielsko-Biała,12:15,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1345664?lang=pl,2026-03-29T08:43:44.916851
2026-03-29,bielsko-biała,Lego Batman: Film,Bielsko-Biała,12:20,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1340599?lang=pl,2026-03-29T08:43:44.916864
2026-03-29,bielsko-biała,Za duży na bajki 3,Bielsko-Biała,12:40,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1343171?lang=pl,2026-03-29T08:43:44.916874
2026-03-29,bielsko-biała,Fleak. Futrzak i ja,Bielsko-Biała,12:45,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1343800?lang=pl,2026-03-29T08:43:44.916884
2026-03-29,bielsko-biała,Zwierzogród 2,Bielsko-Biała,12:50,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1344992?lang=pl,2026-03-29T08:43:44.916896
2026-03-29,bielsko-biała,David,Bielsko-Biała,13:10,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1345565?lang=pl,2026-03-29T08:43:44.916906
2026-03-29,bielsko-biała,Bluey w kinie: Kolekcja Zabawy z przyjaciółmi,Bielsko-Biała,13:20,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1296982?lang=pl,2026-03-29T08:43:44.916915
