date,day_name,city,movie_title,cinema_name,time,format,language,event_type,scraped_at
2026-08-13,czwartek,warszawa,2001: Odyseja kosmiczna,Kino Muranów w Warszawie,20:30,,,regular,2026-08-13T09:13:30.924183
2026-08-13,czwartek,warszawa,Backrooms. Bez wyjścia,Cinema City Warszawa Sadyba,21:30,,,regular,2026-08-13T09:13:30.924183
2026-08-13,czwartek,warszawa,Backrooms. Bez wyjścia (wersja rozszerzona),Cinema City Warszawa Arkadia,21:20,,,regular,2026-08-13T09:13:30.924183
2026-08-13,czwartek,warszawa,Backrooms. Bez wyjścia (wersja rozszerzona),Cinema City Warszawa Bemowo,21:30,,,regular,2026-08-13T09:13:30.924183
2026-08-13,czwartek,warszawa,Backrooms. Bez wyjścia (wersja rozszerzona),Cinema City Warszawa Galeria Mokotów,20:20,,,regular,2026-08-13T09:13:30.924183
2026-08-13,czwartek,warszawa,Backrooms. Bez wyjścia (wersja rozszerzona),Cinema City Warszawa Galeria Północna,21:10,,,regular,2026-08-13T09:13:30.924183
2026-08-13,czwartek,warszawa,Backrooms. Bez wyjścia (wersja rozszerzona),Cinema City Warszawa Promenada,20:20,,,regular,2026-08-13T09:13:30.924183
2026-08-13,czwartek,warszawa,Backrooms. Bez wyjścia (wersja rozszerzona),Cinema City Warszawa Promenada,22:10,,,regular,2026-08-13T09:13:30.924183
2026-08-13,czwartek,warszawa,Backrooms. Bez wyjścia (wersja rozszerzona),Cinema City Warszawa Sadyba,18:40,,,regular,2026-08-13T09:13:30.924183
2026-08-13,czwartek,warszawa,Backrooms. Bez wyjścia (wersja rozszerzona),Kinoteka w Warszawie,15:15,,,regular,2026-08-13T09:13:30.924183
2026-08-13,czwartek,warszawa,Backrooms. Bez wyjścia (wersja rozszerzona),Multikino Młociny,12:15,,,regular,2026-08-13T09:13:30.924183
2026-08-13,czwartek,warszawa,Backrooms. Bez wyjścia (wersja rozszerzona),Multikino Młociny,20:50,,,regular,2026-08-13T09:13:30.924183
2026-08-13,czwartek,warszawa,Backrooms. Bez wyjścia (wersja rozszerzona),Multikino Targówek,20:50,,,regular,2026-08-13T09:13:30.924183
2026-08-13,czwartek,warszawa,Backrooms. Bez wyjścia (wersja rozszerzona),Multikino Złote Tarasy,11:45,,,regular,2026-08-13T09:13:30.924183
2026-08-13,czwartek,warszawa,Biuro Detektywistyczne Lassego i Mai. Rabuś z pociągu (dubbing),Kinokawiarnia Stacja Falenica w Warszawie,11:00,,dubbing,regular,2026-08-13T09:13:30.924183
2026-08-13,czwartek,warszawa,Boże Ciało,Filmowa Stolica Lata - Park Obwodu Praga AK,21:00,,,regular,2026-08-13T09:13:30.924183
2026-08-13,czwartek,warszawa,Ból i blask,Kino Muranów w Warszawie,18:00,,,regular,2026-08-13T09:13:30.924183
2026-08-13,czwartek,warszawa,Casablanca,Kino Iluzjon - Muzeum Sztuki Filmowej w Warszawie,11:00,,,regular,2026-08-13T09:13:30.924183
2026-08-13,czwartek,warszawa,Climax,Kino Muranów w Warszawie,22:30,IMAX,,regular,2026-08-13T09:13:30.924183
2026-08-13,czwartek,warszawa,Czarne dziury: nieznane horyzonty,Planetarium Centrum Nauki Kopernik w Warszawie,14:30,,,regular,2026-08-13T09:13:30.924183
2026-08-13,czwartek,warszawa,Czarownice z Eastwick,Kino Iluzjon - Muzeum Sztuki Filmowej w Warszawie,20:00,,,regular,2026-08-13T09:13:30.924183
2026-08-13,czwartek,warszawa,Czas Apokalipsy: wersja reżyserska,Kino Atlantic w Warszawie,19:00,,,regular,2026-08-13T09:13:30.924183
2026-08-13,czwartek,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Arkadia,10:10,,,regular,2026-08-13T09:13:30.924183
2026-08-13,czwartek,warszawa,Dinozaury: Historia przetrwania,Planetarium Centrum Nauki Kopernik w Warszawie,10:30,,,regular,2026-08-13T09:13:30.924183
2026-08-13,czwartek,warszawa,Do utraty tchu,Cinema City Warszawa Arkadia,19:00,,,regular,2026-08-13T09:13:30.924183
2026-08-13,czwartek,warszawa,Do utraty tchu,Cinema City Warszawa Galeria Mokotów,17:10,,,regular,2026-08-13T09:13:30.924183
2026-08-13,czwartek,warszawa,Do utraty tchu,Kino Elektronik w Warszawie,18:30,,,regular,2026-08-13T09:13:30.924183
2026-08-13,czwartek,warszawa,Do utraty tchu,Kino Luna w Warszawie,20:05,,,regular,2026-08-13T09:13:30.924183
2026-08-13,czwartek,warszawa,Do utraty tchu,Kinoteka w Warszawie,18:00,,,regular,2026-08-13T09:13:30.924183
2026-08-13,czwartek,warszawa,Do utraty tchu,U–jazdowski kino,20:00,,,regular,2026-08-13T09:13:30.924183
2026-08-13,czwartek,warszawa,Donnie Darko,NoveKino Wisła w Warszawie,20:00,,,regular,2026-08-13T09:13:30.924183
2026-08-13,czwartek,warszawa,Drzewo magii,Kino Luna w Warszawie,12:00,,,regular,2026-08-13T09:13:30.924183
2026-08-13,czwartek,warszawa,Dzień Objawienia,Cinema City Warszawa Arkadia,22:00,,,regular,2026-08-13T09:13:30.924183
2026-08-13,czwartek,warszawa,Ekipa zwierzaków,Kinokawiarnia Stacja Falenica w Warszawie,14:00,,,regular,2026-08-13T09:13:30.924183
