date,day_name,city,movie_title,cinema_name,time,format,language,event_type,scraped_at
2026-06-05,piatek,warszawa,3-2-1 Start!,Planetarium Centrum Nauki Kopernik w Warszawie,11:30,,,regular,2026-06-05T11:29:43.589716
2026-06-05,piatek,warszawa,Akta Bibiego,AMONDO Kino w Warszawie,18:00,,,regular,2026-06-05T11:29:43.589716
2026-06-05,piatek,warszawa,Anioł,U–jazdowski kino,20:00,,,regular,2026-06-05T11:29:43.589716
2026-06-05,piatek,warszawa,Babystar,Helios Warszawa Blue City,10:30,,,regular,2026-06-05T11:29:43.589716
2026-06-05,piatek,warszawa,Bez wyjścia,Kino Muranów w Warszawie,20:30,,,regular,2026-06-05T11:29:43.589716
2026-06-05,piatek,warszawa,Caravaggio: Na tropie arcydzieła,Kino Muranów w Warszawie,16:30,,,regular,2026-06-05T11:29:43.589716
2026-06-05,piatek,warszawa,Chłopiec na krańcach świata,Cinema City Warszawa Arkadia,10:20,,,regular,2026-06-05T11:29:43.589716
2026-06-05,piatek,warszawa,Chłopiec na krańcach świata,Cinema City Warszawa Galeria Mokotów,10:30,,,regular,2026-06-05T11:29:43.589716
2026-06-05,piatek,warszawa,Chłopiec na krańcach świata,Cinema City Warszawa Sadyba,11:20,,,regular,2026-06-05T11:29:43.589716
2026-06-05,piatek,warszawa,David,NoveKino Wisła w Warszawie,10:00,,,regular,2026-06-05T11:29:43.589716
2026-06-05,piatek,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Arkadia,11:50,,,regular,2026-06-05T11:29:43.589716
2026-06-05,piatek,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Arkadia,14:30,,,regular,2026-06-05T11:29:43.589716
2026-06-05,piatek,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Arkadia,19:20,,,regular,2026-06-05T11:29:43.589716
2026-06-05,piatek,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Arkadia,22:00,,,regular,2026-06-05T11:29:43.589716
2026-06-05,piatek,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Bemowo,19:50,,,regular,2026-06-05T11:29:43.589716
2026-06-05,piatek,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Galeria Mokotów,10:30,,,regular,2026-06-05T11:29:43.589716
2026-06-05,piatek,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Galeria Mokotów,13:10,,,regular,2026-06-05T11:29:43.589716
2026-06-05,piatek,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Galeria Mokotów,15:50,,,regular,2026-06-05T11:29:43.589716
2026-06-05,piatek,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Galeria Mokotów,21:40,,,regular,2026-06-05T11:29:43.589716
2026-06-05,piatek,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Galeria Północna,18:20,,,regular,2026-06-05T11:29:43.589716
2026-06-05,piatek,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Galeria Północna,21:00,,,regular,2026-06-05T11:29:43.589716
