date,city,movie_title,cinema_name,time,format,language,event_type,availability,booking_url,scraped_at
2026-07-04,podlaska,Supergirl,Biała Podlaska,12:00,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1543438?lang=pl,2026-07-04T10:12:50.743331
2026-07-04,podlaska,Minionki i straszydła,Biała Podlaska,12:10,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1485707?lang=pl,2026-07-04T10:12:50.743358
2026-07-04,podlaska,Toy Story 5,Biała Podlaska,12:40,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1543402?lang=pl,2026-07-04T10:12:50.743373
2026-07-04,podlaska,Minionki i straszydła,Biała Podlaska,13:10,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1543460?lang=pl,2026-07-04T10:12:50.743385
2026-07-04,podlaska,Minionki i straszydła,Biała Podlaska,14:20,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1485709?lang=pl,2026-07-04T10:12:50.743395
2026-07-04,podlaska,Backrooms. Bez wyjścia,Biała Podlaska,14:40,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1543420?lang=pl,2026-07-04T10:12:50.743406
2026-07-04,podlaska,Toy Story 5,Biała Podlaska,15:10,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1543396?lang=pl,2026-07-04T10:12:50.743418
2026-07-04,podlaska,Minionki i straszydła,Biała Podlaska,15:20,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1543454?lang=pl,2026-07-04T10:12:50.743435
2026-07-04,podlaska,Minionki i straszydła,Biała Podlaska,16:30,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1485711?lang=pl,2026-07-04T10:12:50.743446
2026-07-04,podlaska,Supergirl,Biała Podlaska,17:15,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1543432?lang=pl,2026-07-04T10:12:50.743458
2026-07-04,podlaska,Zaproszenie,Biała Podlaska,17:30,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1543448?lang=pl,2026-07-04T10:12:50.743468
2026-07-04,podlaska,Toy Story 5,Biała Podlaska,17:40,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1543390?lang=pl,2026-07-04T10:12:50.743479
2026-07-04,podlaska,Minionki i straszydła,Biała Podlaska,18:40,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1485713?lang=pl,2026-07-04T10:12:50.743488
2026-07-04,podlaska,Supergirl,Biała Podlaska,19:45,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1543426?lang=pl,2026-07-04T10:12:50.743502
2026-07-04,podlaska,Zaproszenie,Biała Podlaska,20:00,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1543378?lang=pl,2026-07-04T10:12:50.743511
2026-07-04,podlaska,Dzień objawienia,Biała Podlaska,20:15,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1543384?lang=pl,2026-07-04T10:12:50.743522
2026-07-04,podlaska,Backrooms. Bez wyjścia,Biała Podlaska,20:50,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1543472?lang=pl,2026-07-04T10:12:50.743532
2026-07-04,bielsko-biała,Minionki i straszydła,Bielsko-Biała,12:10,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1484907?lang=pl,2026-07-04T10:12:52.673999
2026-07-04,bielsko-biała,Toy Story 5,Bielsko-Biała,12:20,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1540494?lang=pl,2026-07-04T10:12:52.674060
2026-07-04,bielsko-biała,Supergirl,Bielsko-Biała,12:30,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1540717?lang=pl,2026-07-04T10:12:52.674078
2026-07-04,bielsko-biała,Zaproszenie,Bielsko-Biała,13:00,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1540457?lang=pl,2026-07-04T10:12:52.674091
2026-07-04,bielsko-biała,Tom i Jerry: Przygoda w muzeum,Bielsko-Biała,13:00,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1540856?lang=pl,2026-07-04T10:12:52.674103
2026-07-04,bielsko-biała,Toy Story 5,Bielsko-Biała,13:10,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1544096?lang=pl,2026-07-04T10:12:52.674116
2026-07-04,bielsko-biała,Straszny film,Bielsko-Biała,13:20,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1541472?lang=pl,2026-07-04T10:12:52.674131
2026-07-04,bielsko-biała,Minionki i straszydła,Bielsko-Biała,13:30,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1484897?lang=pl,2026-07-04T10:12:52.674144
2026-07-04,bielsko-biała,Sprawiedliwość owiec,Bielsko-Biała,13:50,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1540214?lang=pl,2026-07-04T10:12:52.674155
2026-07-04,bielsko-biała,Minionki i straszydła,Bielsko-Biała,14:00,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1540596?lang=pl,2026-07-04T10:12:52.674164
2026-07-04,bielsko-biała,Minionki i straszydła,Bielsko-Biała,14:20,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1484909?lang=pl,2026-07-04T10:12:52.674172
2026-07-04,bielsko-biała,Toy Story 5,Bielsko-Biała,14:40,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1540500?lang=pl,2026-07-04T10:12:52.674182
2026-07-04,bielsko-biała,Supergirl,Bielsko-Biała,15:00,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1540729?lang=pl,2026-07-04T10:12:52.674192
2026-07-04,bielsko-biała,Zaproszenie,Bielsko-Biała,15:30,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1540463?lang=pl,2026-07-04T10:12:52.674201
2026-07-04,bielsko-biała,Dzień objawienia,Bielsko-Biała,15:30,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1540862?lang=pl,2026-07-04T10:12:52.674211
2026-07-04,bielsko-biała,Minionki i straszydła,Bielsko-Biała,15:40,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1484899?lang=pl,2026-07-04T10:12:52.674220
2026-07-04,bielsko-biała,Toy Story 5,Bielsko-Biała,15:40,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1544099?lang=pl,2026-07-04T10:12:52.674230
2026-07-04,bielsko-biała,Takie jest życie,Bielsko-Biała,15:50,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1541466?lang=pl,2026-07-04T10:12:52.674240
2026-07-04,bielsko-biała,Minionki i straszydła,Bielsko-Biała,16:10,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1540602?lang=pl,2026-07-04T10:12:52.674248
2026-07-04,bielsko-biała,Minionki i straszydła,Bielsko-Biała,16:30,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1484911?lang=pl,2026-07-04T10:12:52.674257
2026-07-04,bielsko-biała,Obsesja,Bielsko-Biała,16:30,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1540220?lang=pl,2026-07-04T10:12:52.674266
2026-07-04,bielsko-biała,Backrooms. Bez wyjścia,Bielsko-Biała,17:00,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1540506?lang=pl,2026-07-04T10:12:52.674275
2026-07-04,bielsko-biała,Supergirl,Bielsko-Biała,17:30,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1540723?lang=pl,2026-07-04T10:12:52.674285
2026-07-04,bielsko-biała,Minionki i straszydła,Bielsko-Biała,17:50,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1484901?lang=pl,2026-07-04T10:12:52.674293
2026-07-04,bielsko-biała,Zaproszenie,Bielsko-Biała,18:10,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1540469?lang=pl,2026-07-04T10:12:52.674302
2026-07-04,bielsko-biała,Monterey Pop,Bielsko-Biała,18:15,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1540614?lang=pl,2026-07-04T10:12:52.674311
2026-07-04,bielsko-biała,Toy Story 5,Bielsko-Biała,18:30,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1542130?lang=pl,2026-07-04T10:12:52.674320
2026-07-04,bielsko-biała,Minionki i straszydła,Bielsko-Biała,18:40,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1484913?lang=pl,2026-07-04T10:12:52.674329
2026-07-04,bielsko-biała,Dzień objawienia,Bielsko-Biała,18:40,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1540868?lang=pl,2026-07-04T10:12:52.674338
2026-07-04,bielsko-biała,Obsesja,Bielsko-Biała,19:00,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1540226?lang=pl,2026-07-04T10:12:52.674347
2026-07-04,bielsko-biała,Mistrzostwa Świata FIFA 2026 - 1/8 Finału: Kanada - Maroko,Bielsko-Biała,19:00,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1553088?lang=pl,2026-07-04T10:12:52.674356
2026-07-04,bielsko-biała,Backrooms. Bez wyjścia,Bielsko-Biała,19:30,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1540512?lang=pl,2026-07-04T10:12:52.674365
2026-07-04,bielsko-biała,Minionki i straszydła,Bielsko-Biała,20:00,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1484903?lang=pl,2026-07-04T10:12:52.674374
2026-07-04,bielsko-biała,Supergirl,Bielsko-Biała,20:00,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1540735?lang=pl,2026-07-04T10:12:52.674384
