date,day,city,movie_title,cinema_name,time,format,language,scraped_at
2026-05-27,sroda,warszawa,2001: Odyseja kosmiczna,NoveKino Wisła w Warszawie,12:15,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,3-2-1 Start!,Planetarium Centrum Nauki Kopernik w Warszawie,11:30,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,500 mil,Kino Luna w Warszawie,19:00,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Ale mamo!,Kino Atlantic w Warszawie,13:00,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Angel’s Egg,Kino Muranów w Warszawie,15:30,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Arco (dubbing),Multikino Młociny,13:00,,dubbing,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Bez wyjścia,Kino Muranów w Warszawie,20:15,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Blok 5,Kinokawiarnia Stacja Falenica w Warszawie,16:30,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Cirque du Soleil: Kooza,Helios Warszawa Blue City,18:00,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Arkadia,11:00,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Arkadia,13:40,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Arkadia,16:20,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Arkadia,19:10,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Arkadia,21:30,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Arkadia,21:50,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Bemowo,14:30,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Bemowo,15:45,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Bemowo,17:10,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Bemowo,18:30,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Bemowo,19:50,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Bemowo,21:15,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Galeria Mokotów,12:40,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Galeria Mokotów,13:40,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Galeria Mokotów,15:20,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Galeria Mokotów,16:20,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Galeria Mokotów,18:00,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Galeria Mokotów,19:00,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Galeria Mokotów,20:40,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Galeria Mokotów,21:40,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Galeria Północna,12:20,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Galeria Północna,15:10,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Galeria Północna,17:50,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Galeria Północna,20:30,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Promenada,11:30,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Promenada,14:10,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Promenada,16:50,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Promenada,18:10,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Promenada,19:30,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Promenada,22:10,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Sadyba,11:10,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Sadyba,12:45,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Sadyba,13:45,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Sadyba,15:20,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Sadyba,17:10,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Sadyba,18:00,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Sadyba,19:50,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Cinema City Warszawa Sadyba,20:40,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Helios Warszawa Blue City,13:10,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Helios Warszawa Blue City,18:15,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Helios Warszawa Blue City,21:00,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Kino Atlantic w Warszawie,12:45,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Kino Atlantic w Warszawie,15:15,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Kino Atlantic w Warszawie,17:45,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Kino Atlantic w Warszawie,20:15,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Kino na Boku - Białołęcki Ośrodek Kultury w Warszawie,17:30,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Kino na Boku - Białołęcki Ośrodek Kultury w Warszawie,19:45,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,KinoGram w Warszawie,20:30,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Kinoteka w Warszawie,12:30,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Kinoteka w Warszawie,17:30,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Kinoteka w Warszawie,20:15,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Multikino Atrium Reduta w Warszawie,12:30,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Multikino Atrium Reduta w Warszawie,15:10,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Multikino Atrium Reduta w Warszawie,17:50,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Multikino Atrium Reduta w Warszawie,20:30,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Multikino Młociny,13:00,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Multikino Młociny,14:10,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Multikino Młociny,15:35,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Multikino Młociny,16:50,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Multikino Młociny,18:20,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Multikino Młociny,19:40,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Multikino Młociny,21:00,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Multikino Targówek,10:25,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Multikino Targówek,11:30,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Multikino Targówek,13:10,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Multikino Targówek,14:10,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Multikino Targówek,15:05,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Multikino Targówek,15:50,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Multikino Targówek,16:50,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Multikino Targówek,17:45,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Multikino Targówek,18:30,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Multikino Targówek,19:30,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Multikino Targówek,21:10,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Multikino Wola,12:45,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Multikino Wola,15:25,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Multikino Wola,17:15,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Multikino Wola,18:00,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Multikino Wola,20:40,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Multikino Złote Tarasy,14:15,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Multikino Złote Tarasy,17:45,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,Multikino Złote Tarasy,20:30,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,NoveKino Wisła w Warszawie,12:00,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,NoveKino Wisła w Warszawie,16:00,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Diabeł ubiera się u Prady 2,NoveKino Wisła w Warszawie,20:00,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Dmuchawce,Kinokawiarnia Stacja Falenica w Warszawie,14:00,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Donnie Darko,AMONDO Kino w Warszawie,17:45,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Drama,Cinema City Warszawa Arkadia,18:45,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Drama,Cinema City Warszawa Bemowo,14:00,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Drama,Cinema City Warszawa Galeria Północna,13:30,,,2026-05-27T11:39:35.735695
2026-05-27,sroda,warszawa,Drama,Cinema City Warszawa Promenada,19:40,,,2026-05-27T11:39:35.735695
