date,city,movie_title,cinema_name,time,format,language,event_type,availability,booking_url,scraped_at
2026-03-08,bielsko-biała,Hopnięci,Bielsko-Biała,10:00,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1266995?lang=pl,2026-03-08T08:35:49.555820
2026-03-08,bielsko-biała,Szybcy i sprytni,Bielsko-Biała,10:00,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1299074?lang=pl,2026-03-08T08:35:49.555849
2026-03-08,bielsko-biała,Wielka mała koza,Bielsko-Biała,10:00,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1299221?lang=pl,2026-03-08T08:35:49.555862
2026-03-08,bielsko-biała,Kicia Kocia w podróży,Bielsko-Biała,10:00,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1299797?lang=pl,2026-03-08T08:35:49.555874
2026-03-08,bielsko-biała,Piep*zyć Mickiewicza 3,Bielsko-Biała,10:00,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1308583?lang=pl,2026-03-08T08:35:49.555885
2026-03-08,bielsko-biała,Za duży na bajki 3,Bielsko-Biała,10:30,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1283404?lang=pl,2026-03-08T08:35:49.555896
2026-03-08,bielsko-biała,Zmiennokształtni 2,Bielsko-Biała,10:40,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1300723?lang=pl,2026-03-08T08:35:49.555906
2026-03-08,bielsko-biała,Zwierzogród 2,Bielsko-Biała,10:50,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1299374?lang=pl,2026-03-08T08:35:49.555925
2026-03-08,bielsko-biała,Hopnięci,Bielsko-Biała,11:00,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1266976?lang=pl,2026-03-08T08:35:49.555938
2026-03-08,bielsko-biała,Panna młoda!,Bielsko-Biała,11:00,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1297351?lang=pl,2026-03-08T08:35:49.555950
2026-03-08,bielsko-biała,Kicia Kocia w podróży,Bielsko-Biała,11:30,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1299803?lang=pl,2026-03-08T08:35:49.555960
2026-03-08,bielsko-biała,Piep*zyć Mickiewicza 3,Bielsko-Biała,12:00,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1300439?lang=pl,2026-03-08T08:35:49.555969
2026-03-08,bielsko-biała,Szybcy i sprytni,Bielsko-Biała,12:10,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1299080?lang=pl,2026-03-08T08:35:49.555979
2026-03-08,bielsko-biała,Wielka mała koza,Bielsko-Biała,12:15,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1299227?lang=pl,2026-03-08T08:35:49.555988
2026-03-08,bielsko-biała,Hopnięci,Bielsko-Biała,12:30,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1266997?lang=pl,2026-03-08T08:35:49.556014
2026-03-08,bielsko-biała,Za duży na bajki 3,Bielsko-Biała,12:40,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1283406?lang=pl,2026-03-08T08:35:49.556023
2026-03-08,bielsko-biała,Kicia Kocia w podróży,Bielsko-Biała,13:00,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1299809?lang=pl,2026-03-08T08:35:49.556033
2026-03-08,bielsko-biała,Moon: Panda i ja,Bielsko-Biała,13:10,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1300725?lang=pl,2026-03-08T08:35:49.556042
2026-03-08,bielsko-biała,Zwierzogród 2,Bielsko-Biała,13:20,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1299380?lang=pl,2026-03-08T08:35:49.556053
2026-03-08,bielsko-biała,Hopnięci,Bielsko-Biała,13:30,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1266978?lang=pl,2026-03-08T08:35:49.556063
2026-03-08,bielsko-biała,Panna młoda!,Bielsko-Biała,13:50,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1297350?lang=pl,2026-03-08T08:35:49.556073
2026-03-08,bielsko-biała,Scarlet,Bielsko-Biała,14:10,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1299086?lang=pl,2026-03-08T08:35:49.556083
2026-03-08,bielsko-biała,Krzyk 7,Bielsko-Biała,14:10,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1300435?lang=pl,2026-03-08T08:35:49.556092
2026-03-08,bielsko-biała,Wielka mała koza,Bielsko-Biała,14:30,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1299233?lang=pl,2026-03-08T08:35:49.556101
2026-03-08,bielsko-biała,Hopnięci,Bielsko-Biała,14:30,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1299815?lang=pl,2026-03-08T08:35:49.556110
2026-03-08,bielsko-biała,Za duży na bajki 3,Bielsko-Biała,14:50,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1283408?lang=pl,2026-03-08T08:35:49.556119
2026-03-08,bielsko-biała,Hopnięci,Bielsko-Biała,15:00,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1266999?lang=pl,2026-03-08T08:35:49.556129
2026-03-08,bielsko-biała,Dobry chłopiec,Bielsko-Biała,15:50,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1299386?lang=pl,2026-03-08T08:35:49.556138
2026-03-08,bielsko-biała,Za duży na bajki 3,Bielsko-Biała,15:50,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1310957?lang=pl,2026-03-08T08:35:49.556147
2026-03-08,bielsko-biała,Hopnięci,Bielsko-Biała,16:00,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1266980?lang=pl,2026-03-08T08:35:49.556156
2026-03-08,bielsko-biała,Panna młoda!,Bielsko-Biała,16:40,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1297333?lang=pl,2026-03-08T08:35:49.556166
2026-03-08,bielsko-biała,Pojedynek,Bielsko-Biała,16:40,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1299092?lang=pl,2026-03-08T08:35:49.556175
2026-03-08,bielsko-biała,Wielka mała koza,Bielsko-Biała,16:45,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1299239?lang=pl,2026-03-08T08:35:49.556183
2026-03-08,bielsko-biała,Piep*zyć Mickiewicza 3,Bielsko-Biała,16:50,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1300440?lang=pl,2026-03-08T08:35:49.556192
2026-03-08,bielsko-biała,Za duży na bajki 3,Bielsko-Biała,17:00,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1283410?lang=pl,2026-03-08T08:35:49.556201
2026-03-08,bielsko-biała,Wichrowe wzgórza,Bielsko-Biała,17:10,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1299821?lang=pl,2026-03-08T08:35:49.556210
2026-03-08,bielsko-biała,Hopnięci,Bielsko-Biała,17:30,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1267001?lang=pl,2026-03-08T08:35:49.556220
2026-03-08,bielsko-biała,Stojąc na ramionach kociaków LEKTOR,Bielsko-Biała,18:00,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1300731?lang=pl,2026-03-08T08:35:49.556229
2026-03-08,bielsko-biała,Dobry chłopiec,Bielsko-Biała,18:20,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1299392?lang=pl,2026-03-08T08:35:49.556238
2026-03-08,bielsko-biała,Hopnięci,Bielsko-Biała,18:30,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1266982?lang=pl,2026-03-08T08:35:49.556248
2026-03-08,bielsko-biała,Sny o pociągach,Bielsko-Biała,19:00,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1282922?lang=pl,2026-03-08T08:35:49.556257
2026-03-08,bielsko-biała,Wartość sentymentalna,Bielsko-Biała,19:00,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1299245?lang=pl,2026-03-08T08:35:49.556267
2026-03-08,bielsko-biała,Za duży na bajki 3,Bielsko-Biała,19:10,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1283412?lang=pl,2026-03-08T08:35:49.556275
2026-03-08,bielsko-biała,EPiC: Elvis Presley in Concert,Bielsko-Biała,19:20,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1299098?lang=pl,2026-03-08T08:35:49.556285
2026-03-08,bielsko-biała,Panna młoda!,Bielsko-Biała,19:30,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1297334?lang=pl,2026-03-08T08:35:49.556295
2026-03-08,bielsko-biała,Hopnięci,Bielsko-Biała,20:00,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1267003?lang=pl,2026-03-08T08:35:49.556305
2026-03-08,bielsko-biała,Krzyk 7,Bielsko-Biała,20:10,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1299827?lang=pl,2026-03-08T08:35:49.556314
2026-03-08,bielsko-biała,Wichrowe wzgórza,Bielsko-Biała,20:40,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1300763?lang=pl,2026-03-08T08:35:49.556324
2026-03-08,bielsko-biała,Dobry chłopiec,Bielsko-Biała,20:50,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1299398?lang=pl,2026-03-08T08:35:49.556333
2026-03-08,bielsko-biała,Piep*zyć Mickiewicza 3,Bielsko-Biała,21:00,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1300188?lang=pl,2026-03-08T08:35:49.556342
2026-03-08,bielsko-biała,Wielki Marty,Bielsko-Biała,21:20,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1299426?lang=pl,2026-03-08T08:35:49.556351
2026-03-08,bielsko-biała,Krzyk 7,Bielsko-Biała,21:30,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1300448?lang=pl,2026-03-08T08:35:49.556360
2026-03-08,bielsko-biała,Czy mnie słychać?,Bielsko-Biała,21:40,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1299104?lang=pl,2026-03-08T08:35:49.556369
