date,city,movie_title,cinema_name,time,format,language,event_type,availability,booking_url,scraped_at
2026-03-20,bielsko-biała,Ostatnia wieczerza,Bielsko-Biała,10:00,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1338546?lang=pl,2026-03-20T08:45:22.098233
2026-03-20,bielsko-biała,Projekt Hail Mary,Bielsko-Biała,10:20,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1310514?lang=pl,2026-03-20T08:45:22.098262
2026-03-20,bielsko-biała,Za duży na bajki 3,Bielsko-Biała,10:30,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1329763?lang=pl,2026-03-20T08:45:22.098277
2026-03-20,bielsko-biała,Kicia Kocia w podróży,Bielsko-Biała,10:40,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1329213?lang=pl,2026-03-20T08:45:22.098290
2026-03-20,bielsko-biała,Hopnięci,Bielsko-Biała,11:00,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1328303?lang=pl,2026-03-20T08:45:22.098302
2026-03-20,bielsko-biała,Pan Ryba,Bielsko-Biała,11:00,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1330111?lang=pl,2026-03-20T08:45:22.098313
2026-03-20,bielsko-biała,Fleak. Futrzak i ja,Bielsko-Biała,11:30,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1328203?lang=pl,2026-03-20T08:45:22.098323
2026-03-20,bielsko-biała,Zwierzogród 2,Bielsko-Biała,11:30,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1330957?lang=pl,2026-03-20T08:45:22.098342
2026-03-20,bielsko-biała,Wielka mała koza,Bielsko-Biała,11:40,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1330752?lang=pl,2026-03-20T08:45:22.098355
2026-03-20,bielsko-biała,Kicia Kocia w podróży,Bielsko-Biała,12:10,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1329224?lang=pl,2026-03-20T08:45:22.098366
2026-03-20,bielsko-biała,Piep*zyć Mickiewicza 3,Bielsko-Biała,12:10,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1338552?lang=pl,2026-03-20T08:45:22.098376
