date,city,movie_title,cinema_name,time,format,language,event_type,availability,booking_url,scraped_at
2026-08-04,podlaska,Toy Story 5,Biała Podlaska,12:30,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1606704?lang=pl,2026-08-04T10:41:38.499253
2026-08-04,podlaska,Spider-Man: Całkiem nowy dzień,Biała Podlaska,13:40,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1582569?lang=pl,2026-08-04T10:41:38.499291
2026-08-04,podlaska,Gdzie jest Dory,Biała Podlaska,14:20,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1595651?lang=pl,2026-08-04T10:41:38.499342
2026-08-04,podlaska,Spider-Man: Całkiem nowy dzień,Biała Podlaska,14:30,3D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1582560?lang=pl,2026-08-04T10:41:38.499359
2026-08-04,podlaska,Odyseja,Biała Podlaska,15:00,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1606705?lang=pl,2026-08-04T10:41:38.499376
2026-08-04,podlaska,Wall-E,Biała Podlaska,16:40,2D,,regular,1.0,https://tickets.cinema-city.pl/api/order/1595679?lang=pl,2026-08-04T10:41:38.499393
2026-08-04,podlaska,Spider-Man: Całkiem nowy dzień,Biała Podlaska,16:50,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1582572?lang=pl,2026-08-04T10:41:38.499407
2026-08-04,podlaska,Spider-Man: Całkiem nowy dzień,Biała Podlaska,17:40,3D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1582563?lang=pl,2026-08-04T10:41:38.499429
2026-08-04,podlaska,Młody Waszyngton,Biała Podlaska,18:40,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1606706?lang=pl,2026-08-04T10:41:38.499448
2026-08-04,podlaska,Odyseja,Biała Podlaska,19:10,2D,original,regular,1.0,https://tickets.cinema-city.pl/api/order/1606836?lang=pl,2026-08-04T10:41:38.499462
